"","Institution","InstitutionLabel","AffiliationTypeLabel","Rechtsform","RechtsformLabel","Konsortium","KonsortiumLabel","Stadt","StadtLabel","Bundesland","BundeslandLabel"
"1092","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q62078547","staatliche Forschungsuniversität","http://www.wikidata.org/entity/Q113499626","NFDI4Energy","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1093","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q108542327","DAPHNE4NFDI","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1094","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q113499626","NFDI4Energy","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1095","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q108542607","NFDI-MatWerk","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1096","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q108542607","NFDI-MatWerk","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1097","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q62078547","staatliche Forschungsuniversität","http://www.wikidata.org/entity/Q108542607","NFDI-MatWerk","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1098","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q108542607","NFDI-MatWerk","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1099","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98380342","NFDI4Cat","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1100","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q98380342","NFDI4Cat","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1101","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q62078547","staatliche Forschungsuniversität","http://www.wikidata.org/entity/Q98380342","NFDI4Cat","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1102","http://www.wikidata.org/entity/Q40025","Friedrich-Alexander-Universität Erlangen-Nürnberg","Mitantragsteller","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q98380342","NFDI4Cat","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1103","http://www.wikidata.org/entity/Q1664805","Institut für Arbeitsmarkt- und Berufsforschung","Mitantragsteller","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q108542181","BERD@NFDI","http://www.wikidata.org/entity/Q2090","Nürnberg","http://www.wikidata.org/entity/Q980","Bayern"
"1104","http://www.wikidata.org/entity/Q878592","Helmholtz-Zentrum München","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q253881","Oberschleißheim","http://www.wikidata.org/entity/Q980","Bayern"
"1105","http://www.wikidata.org/entity/Q878592","Helmholtz-Zentrum München","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q98380336","DataPLANT","http://www.wikidata.org/entity/Q253881","Oberschleißheim","http://www.wikidata.org/entity/Q980","Bayern"
"1106","http://www.wikidata.org/entity/Q878592","Helmholtz-Zentrum München","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q98380343","NFDI4Health","http://www.wikidata.org/entity/Q253881","Oberschleißheim","http://www.wikidata.org/entity/Q980","Bayern"
"1107","http://www.wikidata.org/entity/Q878592","Helmholtz-Zentrum München","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q99534506","NFDI4Microbiota","http://www.wikidata.org/entity/Q253881","Oberschleißheim","http://www.wikidata.org/entity/Q980","Bayern"
"1108","http://www.wikidata.org/entity/Q878592","Helmholtz-Zentrum München","Mitantragsteller","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q98380337","GHGA","http://www.wikidata.org/entity/Q253881","Oberschleißheim","http://www.wikidata.org/entity/Q980","Bayern"
"1109","http://www.wikidata.org/entity/Q704468","Universität Passau","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98231721","NFDI4Memory","http://www.wikidata.org/entity/Q4190","Passau","http://www.wikidata.org/entity/Q980","Bayern"
"1110","http://www.wikidata.org/entity/Q704468","Universität Passau","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity","http://www.wikidata.org/entity/Q4190","Passau","http://www.wikidata.org/entity/Q980","Bayern"
"1111","http://www.wikidata.org/entity/Q982435","Ostbayerische Technische Hochschule Regensburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,"http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1112","http://www.wikidata.org/entity/Q982435","Ostbayerische Technische Hochschule Regensburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,"http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1113","http://www.wikidata.org/entity/Q982435","Ostbayerische Technische Hochschule Regensburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1114","http://www.wikidata.org/entity/Q574571","Universität Regensburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,"http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1115","http://www.wikidata.org/entity/Q574571","Universität Regensburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1767829","Volluniversität",NA,NA,"http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1116","http://www.wikidata.org/entity/Q574571","Universität Regensburg","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98231721","NFDI4Memory","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1117","http://www.wikidata.org/entity/Q574571","Universität Regensburg","Beteiligter","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q98231721","NFDI4Memory","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1118","http://www.wikidata.org/entity/Q2496399","Universitätsklinikum Regensburg","Beteiligter","http://www.wikidata.org/entity/Q16917","Krankenhaus","http://www.wikidata.org/entity/Q98380343","NFDI4Health","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1119","http://www.wikidata.org/entity/Q2496399","Universitätsklinikum Regensburg","Beteiligter","http://www.wikidata.org/entity/Q1059324","Universitätsklinikum","http://www.wikidata.org/entity/Q98380343","NFDI4Health","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1120","http://www.wikidata.org/entity/Q2496399","Universitätsklinikum Regensburg","Beteiligter","http://www.wikidata.org/entity/Q2385804","Bildungseinrichtung","http://www.wikidata.org/entity/Q98380343","NFDI4Health","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1121","http://www.wikidata.org/entity/Q574571","Universität Regensburg","Mitantragsteller","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q108542637","PUNCH4NFDI","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1122","http://www.wikidata.org/entity/Q574571","Universität Regensburg","Mitantragsteller","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q108542637","PUNCH4NFDI","http://www.wikidata.org/entity/Q2978","Regensburg","http://www.wikidata.org/entity/Q980","Bayern"
"1123","http://www.wikidata.org/entity/Q4068905","Forschungsinstitut für Musiktheater","unterstützender Partner","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q98276929","NFDI4Culture","http://www.wikidata.org/entity/Q507077","Thurnau","http://www.wikidata.org/entity/Q980","Bayern"
"1124","http://www.wikidata.org/entity/Q1622145","Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf","Beteiligter","http://www.wikidata.org/entity/Q38723","Hochschule","http://www.wikidata.org/entity/Q113486316","FAIRagro","http://www.wikidata.org/entity/Q528727","Weidenbach","http://www.wikidata.org/entity/Q980","Bayern"
"1125","http://www.wikidata.org/entity/Q1622145","Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q113486316","FAIRagro","http://www.wikidata.org/entity/Q528727","Weidenbach","http://www.wikidata.org/entity/Q980","Bayern"
"1126","http://www.wikidata.org/entity/Q1622145","Hochschule für angewandte Wissenschaften Weihenstephan-Triesdorf","Beteiligter","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)","http://www.wikidata.org/entity/Q113486316","FAIRagro","http://www.wikidata.org/entity/Q528727","Weidenbach","http://www.wikidata.org/entity/Q980","Bayern"
"1127","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,"http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1128","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1767829","Volluniversität",NA,NA,"http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1129","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q96678459","NFDI4Chem","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1130","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q96678459","NFDI4Chem","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1131","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98271443","Text+","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1132","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q98271443","Text+","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1133","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q99534506","NFDI4Microbiota","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1134","http://www.wikidata.org/entity/Q161976","Julius-Maximilians-Universität Würzburg","Beteiligter","http://www.wikidata.org/entity/Q1767829","Volluniversität","http://www.wikidata.org/entity/Q99534506","NFDI4Microbiota","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1135","http://www.wikidata.org/entity/Q100979937","Deutsche Gesellschaft für Amerikastudien","unterstützender Partner","http://www.wikidata.org/entity/Q955824","Gelehrtengesellschaft","http://www.wikidata.org/entity/Q98276929","NFDI4Culture","http://www.wikidata.org/entity/Q2999","Würzburg","http://www.wikidata.org/entity/Q980","Bayern"
"1136","http://www.wikidata.org/entity/Q219989","Berlin-Brandenburgische Akademie der Wissenschaften","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q414147","Akademie der Wissenschaften",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1137","http://www.wikidata.org/entity/Q219989","Berlin-Brandenburgische Akademie der Wissenschaften","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1966910","Nationale Akademie",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1138","http://www.wikidata.org/entity/Q219989","Berlin-Brandenburgische Akademie der Wissenschaften","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q80096233","Informationsliste",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1139","http://www.wikidata.org/entity/Q1005540","Bundesanstalt für Materialforschung und -prüfung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q99934885","Bundesoberbehörde",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1140","http://www.wikidata.org/entity/Q1005540","Bundesanstalt für Materialforschung und -prüfung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q130368438","Bundesforschungsanstalt",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1141","http://www.wikidata.org/entity/Q162684","Charité","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q180370","Hospital",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1142","http://www.wikidata.org/entity/Q162684","Charité","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q494230","medizinische Fakultät",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1143","http://www.wikidata.org/entity/Q162684","Charité","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1059324","Universitätsklinikum",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1144","http://www.wikidata.org/entity/Q110492137","Clio-online – Historisches Fachinformationssystem e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q5774403","Geschichtsverein",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1145","http://www.wikidata.org/entity/Q110492137","Clio-online – Historisches Fachinformationssystem e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1146","http://www.wikidata.org/entity/Q65233647","Deutsche Allianz für Meeresforschung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1147","http://www.wikidata.org/entity/Q1203668","Deutsche Pharmazeutische Gesellschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1148","http://www.wikidata.org/entity/Q1203668","Deutsche Pharmazeutische Gesellschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q748019","Wissenschaftliche Gesellschaft",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1149","http://www.wikidata.org/entity/Q1203668","Deutsche Pharmazeutische Gesellschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1391145","Fachgesellschaft",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1150","http://www.wikidata.org/entity/Q1203668","Deutsche Pharmazeutische Gesellschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1666019","Interessenverband",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1151","http://www.wikidata.org/entity/Q1203782","Deutsche Rentenversicherung Bund","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q327333","Behörde",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1152","http://www.wikidata.org/entity/Q1203782","Deutsche Rentenversicherung Bund","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q2306006","Sozialversicherungsträger",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1153","http://www.wikidata.org/entity/Q695302","Deutsches Archäologisches Institut","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1154","http://www.wikidata.org/entity/Q695302","Deutsches Archäologisches Institut","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q314024","Bundesbehörde in Deutschland",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1155","http://www.wikidata.org/entity/Q155228","Deutsches Institut für Wirtschaftsforschung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1156","http://www.wikidata.org/entity/Q155228","Deutsches Institut für Wirtschaftsforschung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1478378","Wirtschaftsforschungsinstitut",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1157","http://www.wikidata.org/entity/Q1205927","Deutsches Rheuma-Forschungszentrum","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q157031","Stiftung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1158","http://www.wikidata.org/entity/Q1205927","Deutsches Rheuma-Forschungszentrum","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1159","http://www.wikidata.org/entity/Q1206114","Deutsches Zentrum für Altersfragen","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1160","http://www.wikidata.org/entity/Q1206114","Deutsches Zentrum für Altersfragen","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q13226383","Anlage",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1161","http://www.wikidata.org/entity/Q110812948","Deutsches Zentrum für Integrations- und Migrationsforschung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1162","http://www.wikidata.org/entity/Q110812948","Deutsches Zentrum für Integrations- und Migrationsforschung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1163","http://www.wikidata.org/entity/Q108693985","FAIR-DI e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1164","http://www.wikidata.org/entity/Q1372831","Forschungsverbund Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1165","http://www.wikidata.org/entity/Q1372831","Forschungsverbund Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q15911314","Verein",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1166","http://www.wikidata.org/entity/Q153006","Freie Universität Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1767829","Volluniversität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1167","http://www.wikidata.org/entity/Q153006","Freie Universität Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q45400320","Open-Access-Herausgeber",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1168","http://www.wikidata.org/entity/Q153006","Freie Universität Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q62078547","staatliche Forschungsuniversität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1169","http://www.wikidata.org/entity/Q153006","Freie Universität Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q115427560","Exzellenzuniversität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1170","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1171","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q212805","digitale Bibliothek",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1172","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q431603","Interessenvertretung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1173","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1391145","Fachgesellschaft",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1174","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1391517","Fachverband",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1175","http://www.wikidata.org/entity/Q1518474","Gesellschaft für Informatik","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q15911314","Verein",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1176","http://www.wikidata.org/entity/Q314578","Helmholtz-Zentrum Berlin für Materialien und Energie","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1177","http://www.wikidata.org/entity/Q314578","Helmholtz-Zentrum Berlin für Materialien und Energie","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q43229","Organisation",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1178","http://www.wikidata.org/entity/Q875138","Hochschule für Technik und Wirtschaft Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q346549","technische Hochschule",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1179","http://www.wikidata.org/entity/Q875138","Hochschule für Technik und Wirtschaft Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1180","http://www.wikidata.org/entity/Q875138","Hochschule für Technik und Wirtschaft Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1181","http://www.wikidata.org/entity/Q875138","Hochschule für Technik und Wirtschaft Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q4671277","akademische Einrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1182","http://www.wikidata.org/entity/Q875138","Hochschule für Technik und Wirtschaft Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1183","http://www.wikidata.org/entity/Q152087","Humboldt-Universität zu Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1767829","Volluniversität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1184","http://www.wikidata.org/entity/Q152087","Humboldt-Universität zu Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q45400320","Open-Access-Herausgeber",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
"1185","http://www.wikidata.org/entity/Q152087","Humboldt-Universität zu Berlin","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q62078547","staatliche Forschungsuniversität",NA,NA,"http://www.wikidata.org/entity/Q64","Berlin","http://www.wikidata.org/entity/Q64","Berlin"
