"","Institution","InstitutionLabel","AffiliationTypeLabel","Rechtsform","RechtsformLabel","Konsortium","KonsortiumLabel","Stadt","StadtLabel","Bundesland","BundeslandLabel"
"1","http://www.wikidata.org/entity/Q627474","Computer-Anwendungen und Quantitative Methoden in der Archäologie e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,NA,NA,NA,NA
"2","http://www.wikidata.org/entity/Q627474","Computer-Anwendungen und Quantitative Methoden in der Archäologie e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q16334295","Gruppe von Menschen",NA,NA,NA,NA,NA,NA
"3","http://www.wikidata.org/entity/Q1355604","DMT-Gesellschaft für Lehre und Bildung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,NA,NA,NA,NA
"4","http://www.wikidata.org/entity/Q1156824","Dachverband Deutscher Avifaunisten","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q748019","Wissenschaftliche Gesellschaft",NA,NA,NA,NA,NA,NA
"5","http://www.wikidata.org/entity/Q61705390","Deutsches Netzwerk für Bioinformatik Infrastruktur","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q79913","Nichtregierungsorganisation",NA,NA,NA,NA,NA,NA
"6","http://www.wikidata.org/entity/Q61705390","Deutsches Netzwerk für Bioinformatik Infrastruktur","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1664720","Institut",NA,NA,NA,NA,NA,NA
"7","http://www.wikidata.org/entity/Q1262605","Duale Hochschule Baden-Württemberg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1262595","Duale Hochschule",NA,NA,NA,NA,NA,NA
"8","http://www.wikidata.org/entity/Q1262605","Duale Hochschule Baden-Württemberg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"9","http://www.wikidata.org/entity/Q1262605","Duale Hochschule Baden-Württemberg","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,NA,NA,NA,NA
"10","http://www.wikidata.org/entity/Q74435184","EXARC","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q45400320","Open-Access-Herausgeber",NA,NA,NA,NA,NA,NA
"11","http://www.wikidata.org/entity/Q74435184","EXARC","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q43229","Organisation",NA,NA,NA,NA,NA,NA
"12","http://www.wikidata.org/entity/Q136094457","Geistes- und Kulturwissenschaftliche Forschungsinfrastrukturen (GKFI) e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q15177651","Verein",NA,NA,NA,NA,NA,NA
"13","http://www.wikidata.org/entity/Q116959508","German BioImaging – Gesellschaft für Mikroskopie und Bildanalyse (Q","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,NA,NA,NA,NA
"14","http://www.wikidata.org/entity/Q65236462","Gesellschaft für Medienwissenschaft","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q748019","Wissenschaftliche Gesellschaft",NA,NA,NA,NA,NA,NA
"15","http://www.wikidata.org/entity/Q65236462","Gesellschaft für Medienwissenschaft","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1607826","Herausgeber",NA,NA,NA,NA,NA,NA
"16","http://www.wikidata.org/entity/Q112119132","Gesellschaft für Theaterwissenschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,NA,NA,NA,NA
"17","http://www.wikidata.org/entity/Q112119132","Gesellschaft für Theaterwissenschaft e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q43229","Organisation",NA,NA,NA,NA,NA,NA
"18","http://www.wikidata.org/entity/Q1622138","Hochschule Rhein-Waal","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,NA,NA,NA,NA
"19","http://www.wikidata.org/entity/Q1622138","Hochschule Rhein-Waal","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"20","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,NA,NA,NA,NA
"21","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"22","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,NA,NA,NA,NA
"23","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q829080","Berufsverband",NA,NA,NA,NA,NA,NA
"24","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q856564","bibliothekarische Vereinigung",NA,NA,NA,NA,NA,NA
"25","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q29300714","internationaler Verband",NA,NA,NA,NA,NA,NA
"26","http://www.wikidata.org/entity/Q117157151","International Generic Sample Number Organization - IGSN e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,NA,NA,NA,NA
"27","http://www.wikidata.org/entity/Q982400","Jade Hochschule","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"28","http://www.wikidata.org/entity/Q982400","Jade Hochschule","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,NA,NA,NA,NA
"29","http://www.wikidata.org/entity/Q131422274","Open Knowledge Maps - Verein zur Förderung der Sichtbarkeit wissenschaftlichen Wissens","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q15911314","Verein",NA,NA,NA,NA,NA,NA
"30","http://www.wikidata.org/entity/Q118215276","Répertoire International des Sources Musicales, Arbeitsgruppe Deutschland e.V.","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q43229","Organisation",NA,NA,NA,NA,NA,NA
"31","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,NA,NA,NA,NA
"32","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"33","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,NA,NA,NA,NA
"34","http://www.wikidata.org/entity/Q686171","Technische Hochschule Wildau","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q346549","technische Hochschule",NA,NA,NA,NA,NA,NA
"35","http://www.wikidata.org/entity/Q686171","Technische Hochschule Wildau","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q875538","staatliche Universität",NA,NA,NA,NA,NA,NA
"36","http://www.wikidata.org/entity/Q686171","Technische Hochschule Wildau","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)",NA,NA,NA,NA,NA,NA
"37","http://www.wikidata.org/entity/Q686171","Technische Hochschule Wildau","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung",NA,NA,NA,NA,NA,NA
"38","http://www.wikidata.org/entity/Q2513556","VBIO","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1391145","Fachgesellschaft",NA,NA,NA,NA,NA,NA
"39","http://www.wikidata.org/entity/Q2513556","VBIO","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,NA,NA,NA,NA
"40","http://www.wikidata.org/entity/Q111608299","Verein für datenintensive Radioastronomie","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation",NA,NA,NA,NA,NA,NA
"41","http://www.wikidata.org/entity/Q1978448","nestor – Kompetenznetzwerk digitale Langzeitarchivierung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q1900326","Netzwerk",NA,NA,NA,NA,NA,NA
"42","http://www.wikidata.org/entity/Q1978448","nestor – Kompetenznetzwerk digitale Langzeitarchivierung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q9299236","eingetragener Verein",NA,NA,NA,NA,NA,NA
"43","http://www.wikidata.org/entity/Q1978448","nestor – Kompetenznetzwerk digitale Langzeitarchivierung","NFDI-Vereinsmitglied","http://www.wikidata.org/entity/Q13460321","Zertifizierungsstelle",NA,NA,NA,NA,NA,NA
"44","http://www.wikidata.org/entity/Q52659566","Arachnologische Gesellschaft","Beteiligter","http://www.wikidata.org/entity/Q955824","Gelehrtengesellschaft","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"45","http://www.wikidata.org/entity/Q52659566","Arachnologische Gesellschaft","Beteiligter","http://www.wikidata.org/entity/Q45400320","Open-Access-Herausgeber","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"46","http://www.wikidata.org/entity/Q812239","Bayerische Landesanstalt für Landwirtschaft","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q113486316","FAIRagro",NA,NA,NA,NA
"47","http://www.wikidata.org/entity/Q812239","Bayerische Landesanstalt für Landwirtschaft","Beteiligter","http://www.wikidata.org/entity/Q1802122","Landesbehörde","http://www.wikidata.org/entity/Q113486316","FAIRagro",NA,NA,NA,NA
"48","http://www.wikidata.org/entity/Q431454","Bruker","Beteiligter","http://www.wikidata.org/entity/Q891723","börsennotiertes Unternehmen","http://www.wikidata.org/entity/Q108542327","DAPHNE4NFDI",NA,NA,NA,NA
"49","http://www.wikidata.org/entity/Q431454","Bruker","Beteiligter","http://www.wikidata.org/entity/Q4830453","Gewerbebetrieb","http://www.wikidata.org/entity/Q108542327","DAPHNE4NFDI",NA,NA,NA,NA
"50","http://www.wikidata.org/entity/Q66779372","Bundesamt für Seeschifffahrt und Hydrographie","Beteiligter","http://www.wikidata.org/entity/Q3052382","Bestand","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"51","http://www.wikidata.org/entity/Q627474","Computer-Anwendungen und Quantitative Methoden in der Archäologie e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"52","http://www.wikidata.org/entity/Q627474","Computer-Anwendungen und Quantitative Methoden in der Archäologie e.V.","Beteiligter","http://www.wikidata.org/entity/Q16334295","Gruppe von Menschen","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"53","http://www.wikidata.org/entity/Q1156824","Dachverband Deutscher Avifaunisten","Beteiligter","http://www.wikidata.org/entity/Q748019","Wissenschaftliche Gesellschaft","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"54","http://www.wikidata.org/entity/Q1156835","Dachverband archäologischer Studierendenvertretungen","Beteiligter","http://www.wikidata.org/entity/Q1156831","Dachverband","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"55","http://www.wikidata.org/entity/Q1202817","Deutsche Gesellschaft für Archäologie des Mittelalters und der Neuzeit","Beteiligter","http://www.wikidata.org/entity/Q955824","Gelehrtengesellschaft","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"56","http://www.wikidata.org/entity/Q1202817","Deutsche Gesellschaft für Archäologie des Mittelalters und der Neuzeit","Beteiligter","http://www.wikidata.org/entity/Q96888669","Wissenschaftsverlag","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"57","http://www.wikidata.org/entity/Q1203678","Deutsche Phytomedizinische Gesellschaft","Beteiligter","http://www.wikidata.org/entity/Q48204","Freiwilligenverein","http://www.wikidata.org/entity/Q113486316","FAIRagro",NA,NA,NA,NA
"58","http://www.wikidata.org/entity/Q66780064","Deutscher Bibliotheksverband e.V.","Beteiligter","http://www.wikidata.org/entity/Q3052382","Bestand","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"59","http://www.wikidata.org/entity/Q66780064","Deutscher Bibliotheksverband e.V.","Beteiligter","http://www.wikidata.org/entity/Q15911314","Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"60","http://www.wikidata.org/entity/Q115254801","Deutscher Verband für Archäologie e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"61","http://www.wikidata.org/entity/Q29982023","Deutsches Konsortium Familiärer Brust- und Eierstockkrebs","Beteiligter","http://www.wikidata.org/entity/Q1666019","Interessenverband","http://www.wikidata.org/entity/Q98380343","NFDI4Health",NA,NA,NA,NA
"62","http://www.wikidata.org/entity/Q61705390","Deutsches Netzwerk für Bioinformatik Infrastruktur","Beteiligter","http://www.wikidata.org/entity/Q79913","Nichtregierungsorganisation","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"63","http://www.wikidata.org/entity/Q61705390","Deutsches Netzwerk für Bioinformatik Infrastruktur","Beteiligter","http://www.wikidata.org/entity/Q1664720","Institut","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"64","http://www.wikidata.org/entity/Q1518468","Gesellschaft für Ichthyologie","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"65","http://www.wikidata.org/entity/Q65236462","Gesellschaft für Medienwissenschaft","Beteiligter","http://www.wikidata.org/entity/Q748019","Wissenschaftliche Gesellschaft","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"66","http://www.wikidata.org/entity/Q65236462","Gesellschaft für Medienwissenschaft","Beteiligter","http://www.wikidata.org/entity/Q1607826","Herausgeber","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"67","http://www.wikidata.org/entity/Q115254808","Gesellschaft für Naturwissenschaftliche Archäologie ARCHAEOMETRIE e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"68","http://www.wikidata.org/entity/Q19883670","Gesellschaft für Operations Research","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q108327788","MaRDI",NA,NA,NA,NA
"69","http://www.wikidata.org/entity/Q19883670","Gesellschaft für Operations Research","Beteiligter","http://www.wikidata.org/entity/Q15911314","Verein","http://www.wikidata.org/entity/Q108327788","MaRDI",NA,NA,NA,NA
"70","http://www.wikidata.org/entity/Q112118210","Gesellschaft für Sozial- und Wirtschaftsgeschichte e. V.","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"71","http://www.wikidata.org/entity/Q112118210","Gesellschaft für Sozial- und Wirtschaftsgeschichte e. V.","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q108542181","BERD@NFDI",NA,NA,NA,NA
"72","http://www.wikidata.org/entity/Q112119123","Gesellschaft für Tanzforschung","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"73","http://www.wikidata.org/entity/Q112119123","Gesellschaft für Tanzforschung","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"74","http://www.wikidata.org/entity/Q112119132","Gesellschaft für Theaterwissenschaft e.V.","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"75","http://www.wikidata.org/entity/Q112119132","Gesellschaft für Theaterwissenschaft e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"76","http://www.wikidata.org/entity/Q112118265","HUBER Diffraktionstechnik GmbH & Co. KG","Beteiligter","http://www.wikidata.org/entity/Q6881511","Unternehmen","http://www.wikidata.org/entity/Q108542327","DAPHNE4NFDI",NA,NA,NA,NA
"77","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98380344","NFDI4ING",NA,NA,NA,NA
"78","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","Beteiligter","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)","http://www.wikidata.org/entity/Q98380344","NFDI4ING",NA,NA,NA,NA
"79","http://www.wikidata.org/entity/Q542415","Hochschule RheinMain","Beteiligter","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung","http://www.wikidata.org/entity/Q98380344","NFDI4ING",NA,NA,NA,NA
"80","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","Beteiligter","http://www.wikidata.org/entity/Q829080","Berufsverband","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"81","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","Beteiligter","http://www.wikidata.org/entity/Q856564","bibliothekarische Vereinigung","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"82","http://www.wikidata.org/entity/Q1667506","International Association of Music Libraries, Archives and Documentation Centres","Beteiligter","http://www.wikidata.org/entity/Q29300714","internationaler Verband","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"83","http://www.wikidata.org/entity/Q1231774","Landesdenkmalamt Saarland","Beteiligter","http://www.wikidata.org/entity/Q58911074","Denkmalfachbehörde","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"84","http://www.wikidata.org/entity/Q112752072","Max Weber Forum für Südasienstudien Delhi","Beteiligter","http://www.wikidata.org/entity/Q327333","Behörde","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"85","http://www.wikidata.org/entity/Q115254756","Mittel- und Ostdeutscher Verband für Altertumsforschung e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"86","http://www.wikidata.org/entity/Q1583587","Mommsen-Gesellschaft","Beteiligter","http://www.wikidata.org/entity/Q955824","Gelehrtengesellschaft","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"87","http://www.wikidata.org/entity/Q1583587","Mommsen-Gesellschaft","Beteiligter","http://www.wikidata.org/entity/Q1966910","Nationale Akademie","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"88","http://www.wikidata.org/entity/Q112118934","Netzwerk Phytodiversität Deutschland e.V.","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q98380341","NFDI4Biodiversity",NA,NA,NA,NA
"89","http://www.wikidata.org/entity/Q2046502","Pairfam","Beteiligter","http://www.wikidata.org/entity/Q814232","Befragung","http://www.wikidata.org/entity/Q98380340","KonsortSWD",NA,NA,NA,NA
"90","http://www.wikidata.org/entity/Q2046502","Pairfam","Beteiligter","http://www.wikidata.org/entity/Q1758614","Längsschnittstudie","http://www.wikidata.org/entity/Q98380340","KonsortSWD",NA,NA,NA,NA
"91","http://www.wikidata.org/entity/Q118215276","Répertoire International des Sources Musicales, Arbeitsgruppe Deutschland e.V.","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"92","http://www.wikidata.org/entity/Q2325245","Staatssammlung für Anthropologie und Paläoanatomie","Beteiligter","http://www.wikidata.org/entity/Q31855","Forschungseinrichtung","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"93","http://www.wikidata.org/entity/Q2368722","Survey of Health, Ageing and Retirement in Europe","Beteiligter","http://www.wikidata.org/entity/Q1758614","Längsschnittstudie","http://www.wikidata.org/entity/Q98380340","KonsortSWD",NA,NA,NA,NA
"94","http://www.wikidata.org/entity/Q2368722","Survey of Health, Ageing and Retirement in Europe","Beteiligter","http://www.wikidata.org/entity/Q136995466","recurring survey research project","http://www.wikidata.org/entity/Q98380340","KonsortSWD",NA,NA,NA,NA
"95","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","Beteiligter","http://www.wikidata.org/entity/Q875538","staatliche Universität","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"96","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","Beteiligter","http://www.wikidata.org/entity/Q1365560","Fachhochschule (Deutschland)","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"97","http://www.wikidata.org/entity/Q895634","Technische Hochschule Ostwestfalen-Lippe","Beteiligter","http://www.wikidata.org/entity/Q23002037","öffentliche Bildungseinrichtung","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"98","http://www.wikidata.org/entity/Q115254977","VARUSSCHLACHT im Osnabrücker Land gGmbH","Beteiligter","http://www.wikidata.org/entity/Q1500859","gemeinnützige GmbH","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"99","http://www.wikidata.org/entity/Q1626688","Verband der Landesarchäologen","Beteiligter","http://www.wikidata.org/entity/Q829080","Berufsverband","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"100","http://www.wikidata.org/entity/Q1626688","Verband der Landesarchäologen","Beteiligter","http://www.wikidata.org/entity/Q1391517","Fachverband","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"101","http://www.wikidata.org/entity/Q1626688","Verband der Landesarchäologen","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"102","http://www.wikidata.org/entity/Q111608299","Verein für datenintensive Radioastronomie","Beteiligter","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q108542637","PUNCH4NFDI",NA,NA,NA,NA
"103","http://www.wikidata.org/entity/Q112117161","Water Science Alliance e.V.","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q108542504","NFDI4Earth",NA,NA,NA,NA
"104","http://www.wikidata.org/entity/Q112117161","Water Science Alliance e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q108542504","NFDI4Earth",NA,NA,NA,NA
"105","http://www.wikidata.org/entity/Q115254794","West- und Süddeutscher Verband für Altertumsforschung e.V.","Beteiligter","http://www.wikidata.org/entity/Q9299236","eingetragener Verein","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"106","http://www.wikidata.org/entity/Q108284192","Zentralstelle der Länder für EDV-gestützte Entscheidungshilfen und Programme im Pflanzenschutz (ZEPP)","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q113486316","FAIRagro",NA,NA,NA,NA
"107","http://www.wikidata.org/entity/Q107168891","berlinHistory","Beteiligter","http://www.wikidata.org/entity/Q620615","Mobile-App","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"108","http://www.wikidata.org/entity/Q107168891","berlinHistory","Beteiligter","http://www.wikidata.org/entity/Q106778540","digitales Museumsprojekt","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"109","http://www.wikidata.org/entity/Q17575706","hessenARCHÄOLOGIE - Landesamt für Denkmalpflege Hessen","Beteiligter","http://www.wikidata.org/entity/Q914856","Denkmalpflege","http://www.wikidata.org/entity/Q98229157","NFDI4Objects",NA,NA,NA,NA
"110","http://www.wikidata.org/entity/Q112116870","mediStatistica","Beteiligter","http://www.wikidata.org/entity/Q43229","Organisation","http://www.wikidata.org/entity/Q98380343","NFDI4Health",NA,NA,NA,NA
"111","http://www.wikidata.org/entity/Q116959508","German BioImaging – Gesellschaft für Mikroskopie und Bildanalyse (Q","Mitantragsteller","http://www.wikidata.org/entity/Q163740","Non-Profit-Organisation","http://www.wikidata.org/entity/Q113500855","NFDI4BIOIMAGE",NA,NA,NA,NA
"112","http://www.wikidata.org/entity/Q66780093","Verband der Historiker und Historikerinnen Deutschlands e.V.","Mitantragsteller","http://www.wikidata.org/entity/Q178706","Institution","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"113","http://www.wikidata.org/entity/Q66780093","Verband der Historiker und Historikerinnen Deutschlands e.V.","Mitantragsteller","http://www.wikidata.org/entity/Q3052382","Bestand","http://www.wikidata.org/entity/Q98231721","NFDI4Memory",NA,NA,NA,NA
"114","http://www.wikidata.org/entity/Q118948434","Bernd Alois Zimmermann-Gesamtausgabe","Zusammenarbeit","http://www.wikidata.org/entity/Q1298668","Forschungsprojekt","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"115","http://www.wikidata.org/entity/Q24730444","FID Media","Zusammenarbeit","http://www.wikidata.org/entity/Q1224870","virtuelle Bibliothek","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"116","http://www.wikidata.org/entity/Q24730444","FID Media","Zusammenarbeit","http://www.wikidata.org/entity/Q2527949","Virtuelle Fachbibliothek","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"117","http://www.wikidata.org/entity/Q24730444","FID Media","Zusammenarbeit","http://www.wikidata.org/entity/Q116485604","Fachinformationsdienst","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"118","http://www.wikidata.org/entity/Q116770859","Fachinformationsdienst BAUdigital","Zusammenarbeit","http://www.wikidata.org/entity/Q1224870","virtuelle Bibliothek","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"119","http://www.wikidata.org/entity/Q116770859","Fachinformationsdienst BAUdigital","Zusammenarbeit","http://www.wikidata.org/entity/Q116485604","Fachinformationsdienst","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
"120","http://www.wikidata.org/entity/Q80820455","musiconn - Für vernetzte Musikwissenschaft","Zusammenarbeit","http://www.wikidata.org/entity/Q1224870","virtuelle Bibliothek","http://www.wikidata.org/entity/Q98276929","NFDI4Culture",NA,NA,NA,NA
